novel_review_id,raw_language_scope,title,description,proposed_tag_count,proposed_tags
nrv_494b03f2f3824d682c359f68,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""3\""]"",[""string"",""英语""]]",Bloody Love,"Vivian Harrison used to be an ordinary nurse at the hospital, but she had the rare Rh-negative blood type. 

Three years ago, she saved the life of the king of the underworld, Archie Palmer, who had been on the brink of death, with her blood. From that moment on, she had completely fallen for him. 

However, when Archie awoke, he just coldly handed her a marriage contract. ""I never owe anyone a favor.""

The marriage, in the name of repaying a favor, became a gilded cage that confined Vivian for three years. 

Archie made Vivian his wife, yet he gave all his tenderness and devotion to a vivacious and innocent woman-Cassie Fuller. 

He would drive across half the city on a stormy night just to stay with Cassie because she was afraid of the dark. 

He would spend a fortune at an auction to acquire a piece of priceless jewelry, because Cassie said she liked it. 

Yet, all he ever offered Vivian was endless indifference and suspicion. 

When Cassie suffered even the slightest grievance, he would unhesitatingly lay all the blame on Vivian and even torment and punish Vivian in the cruelest ways. ""Your blood disgusts me as much as you do, Vivian.""

Later, when Vivian took a fatal bullet for him and lay bleeding on the ground, he walked coldly past her, holding the frightened Cassie in his arms, without sparing Vivian even a glance. 

At that moment, Vivian finally understood that this marriage was nothing but a joke from the start. 

She decided that she would no longer play along with Archie. 

But when Vivian, her body battered and broken, resolutely left Archie, and Archie, who had always claimed he never loved Vivian, for the first time felt his eyes sting, and frantically searched for her all over the world. ",1,ct-v1-marriage|marriage|婚姻题材|marriage
nrv_49924af8cc9d8819c4ca6639,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""20\""]"",[""null""]]",夫人又在吊打白蓮花了,"上輩子慕微希被人當猴耍，又是連累養父，又是拖累親爺爺，甚至還把自己的命搭進去。
重生之後，她麻溜地悄悄認祖歸宗，順道着一路挫挫挫，把渣男賤女陰謀詭計全部一鍋端！
白蓮花挑拔離間？打！
綠茶故意生事？打！
聖父是非不分？打！
渣男反咬一口？打！
渣渣們被她虐得死去活來準備反抗，慕大小姐揮揮衣袖回家繼承富可敵國的家業！
是的，我就是你們仰望的存在！
夜先生從認識慕微希之後很久才發現，自己在她眼中就是個工具人。
明明把她寵上了天，在她心中竟然還比不過她的金手指當鋪系統？
夜先生略施小計將她困在懷中。
是時候重振夫綱了！",1,ct-v1-rebirth|rebirth|重生|重生
nrv_4a317c95eba8c8f0089fe05d,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""20\""]"",[""null""]]",做回首富親閨女，我嬌寵了反派大佬,"前世姜檀兒錯信渣渣，慘遭挖眼割舌，生生地被制成標本。
親眼看到她曾視若敝履的瘋批男人，爲她瘋狂復仇。
一朝重生，虐渣男吊打假千金，做回首富親閨女，全家的團寵，護父母哥哥們周全。
校園裏，衆人發現「校草」頭號粉頭爬牆了。盯上了出身骯髒，性格暴戾的瘋批「校渣」。
校渣打架，她撩袖就上；校渣逃課，她諄諄地善誘；校渣生病，她抱抱……
姜檀兒勵志把瘋批美人養得根正苗紅，後來發現把人給養歪了！
後來，姜檀兒爆紅成娛樂圈的國民妹妹，直播中表示：十八歲時的白月光死了。
正當全網送哥哥給她湊對嗑CP時，急紅了眼的男人出現，將小姑娘按在牆角。
「小檀兒，哥哥是不是你死了的白月光？」
",1,ct-v1-rebirth|rebirth|重生|重生
nrv_4ab452b99f46be4ec076556d,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""15\""]"",[""string"",""菲律宾语""]]",Threesome Lover (Tagalog),"Lineah's a good niece and hardworking person. Since she was a child she knew, something is missing and her heart felt empty. 


She shut herself from intimate relationship, she never had one but it will all change when she found out she's not blood related to his known aunt. 


In her journey of searching her identity and real parents she found herself caught up in a steamy romance with the two brothers who promised to help her in exchange of hot nights.",1,ct-v1-romance|romance|言情|romance
nrv_4d5e4548f2bada329cf90c1d,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""19\""]"",[""null""]]",擒鬼斋之黄帝十五镜,一本百鬼录，一柄七星翩，黄帝集天下珍稀之物所铸的十五面古铜镜之中隐藏的到底是什么！从巫蛊盛行的苗疆之地，各大鲜为人知的道术宗门，迷雾重重的云陵，以即离奇的平行空间收集到的古镜不只那么简单！,1,ct-v1-xianxia|xianxia|仙侠修真|宗门
nrv_4e6c7d211d4a2c7fb82b1bcf,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""19\""]"",[""null""]]",田园蜜宠：我家娘子不好惹,"穿越了，叶知秋刚刚发现自己成了一个贫寒人家的女子，便要被卖出去。
窝囊父亲，软包子娘，凶狠的奶奶，势利的叔叔婶婶，这个家是没法待了。
可是，叶知秋怎么也想不到，在这沈家里有个更可恶的家伙。这个男人简直是腹黑到了极致，偏偏什么事情他都算准了，让叶知秋怎么也摆脱不了。",1,ct-v1-time-travel|time-travel|穿越|穿越
nrv_50c177b1a368a3272b16e2dd,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""19\""]"",[""null""]]",超级作死宝箱系统,"当无数天骄还在为突破境界而闭关苦修
诸天势力还在为了点儿神兵仙丹打的头破血流时
毫无背景的苏锦却在怀抱着绝世美人，骑着混元圣兽，火锅吃的不亦乐乎，顺便再吊打下全世界
随手点开一个从天而降的宝箱：
恭喜宿主获得幽冥魔宗圣女肚兜一块！
真武大陆上流传着一句警世真言：宁惹天帝，莫惹苏锦",1,ct-v1-xianxia|xianxia|仙侠修真|境界
nrv_523d430ea4bd23283313b7c0,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""3\""]"",[""string"",""英语""]]",Born of Dust and Fire,"Born of Dust and Fire

She craved freedom. He was forged by it.

In the blistering heart of a mythic desert, where time itself bows to nature's fury, a mysterious rider emerges-part man, part legend. Jack is no ordinary cowboy; with a wild mustang beneath him and a wolf-like beast at his side, he traverses a savage land that recognizes no weakness.

Ellie Harrington, spirited and defiant, returns to her family's ranch only to discover secrets buried deeper than the desert's bones-secrets that bind her to Jack in ways she never imagined. But Jack's past is more than mysterious; it's dangerous. Whispers of his supernatural strength, his eerie control over wild creatures, and the burning yellow light in his eyes all point to something ancient stirring beneath his calm exterior.

As tensions rise and a volatile gunslinger sets his sights on him, Jack is drawn toward a fate that could either redeem or destroy him. Caught between myth and man, love and legend, Ellie must decide how far she'll go to stand beside the one who might not be entirely human.

Born of Dust and Fire is a sweeping tale of romance, frontier myth, and the untamed spirit of the wild-where loyalty is fierce, bullets fly faster than truths, and not all legends are born... some are made in silence.",2,ct-v1-supernatural|supernatural|灵异|supernatural ;; ct-v1-romance|romance|言情|romance
nrv_53a554f3799736f604ff4e12,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""20\""]"",[""null""]]",穿越後我成了殘廢醫妃,"她是現代的頂級特工，醫術高超。一朝身死，穿越到古代成為尚書府雙腿殘廢的嫡女。
娘親早逝，姨娘處心積慮陷害，庶妹嫉恨，祖母偏心，危機四伏中。
好在便宜爹還靠得住......
阮明煙一聲冷哼，廢物？你們統統都是廢物！
小巷裡，她不經意路過，陰差陽錯救了世子的命。
原以為可以獲得潑天富貴，卻不想招來一次次麻煩。
“唉！玉佩還你，你別為難我一個殘疾人！”阮明煙白了一眼。
“晚了！”李承翊冷眸微微眯起......",1,ct-v1-legitimate-daughter|legitimate-daughter|嫡女|嫡女
nrv_54b905293327d97201583fc6,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""5\""]"",[""string"",""葡语""]]",Meu nome é Lucy,"Romance LGBT (Transgênero)

Lucy nunca foi um garoto. Vivendo presa como um pássaro em gaiola dentro de seu próprio corpo, a garota tinha a sensação de sufocamento todas às vezes que ouvia lhe chamarem por Jeon Woojin. 
Sentia-se constantemente triste por não poder mostrar-se verdadeiramente ao mundo e, principalmente, à sua família. Porém, Lucy ainda sonhava em voar, em conquistar seu espaço no mundo e ser livre para ser quem realmente era. E foi pensando assim que ela não desistiu de lutar, passando por dezenas de problemas e enfrentando diversos preconceitos para alcançar o que mais desejava: sua liberdade e identidade.
",1,ct-v1-romance|romance|言情|Romance
nrv_5737deb815b285e2903f5fb9,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""15\""]"",[""string"",""菲律宾语""]]",A Timeless Love,"""Why do I feel that I am the intruder in my own story?""

Abigail knew from the start that the love she chose will come to an end soon once her husband's first love will come back. Pero bilang isang martyr siya at iniisip ang pagkakaroon ng ama ng kanilang anak, pinili niyang sumugal. For the past years that they've been living on one roof, she tried her best to make Alexander fall in love with her.

Pero hindi na ata talaga mangyayari. Until Lauren came back to the picture. Naramdaman na niya ang matagal na takot. Iiwan na sila ni Xander. Pero hanggang sa dulo ay sinubukan niya pa rin ang lahat, huwag lang sila iwan ng asawa.

Now that she learn Xander will never choose them, would she still stay for the sake of their daughter, or will learn to unlove him?
",1,ct-v1-first-love|first-love|初恋|first love
nrv_593038fec252fcb7c0351834,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""3\""]"",[""string"",""英语""]]",Sinful Desires: Fatal bonds,"Zero came to the Academy as a rogue, a nobody, easy to mock and easy to break.
But when Eliana, the Alpha heir betrothed, orders him to dress up for the student ball, the whole hall laughs...
until Aldric sees Zero trembling, clutching the hem of the gown, big eyes shining with humiliation.

From that night on, Aldric can't look away.

Behind closed doors, he's the one who coaxes Zero into dress-up again, softly at first, then with a hunger he can't hide.
And when Zero blushes and whispers,
 ""I'm not a girl...""
Aldric only smirks and steps closer.

""Then I'll treat you like the boy you are. Strip.""

But Aldric isn't the only one who wants him.

Seraphiel, the cold, beautiful Vampire Lord who holds Zero's past in chains, returns for what he claims is his.
A deadly love rival.
A forbidden bond.
A war waiting to ignite.

Between an Alpha who wants to protect him
and a vampire who wants to possess him,
Zero must choose...

Even though his heart has already chosen once.

Sinful Desires: Fatal Bonds
A rogue caught between two monsters...
one who wants him.
One who owns him.
",3,ct-v1-vampire|vampire|吸血鬼|Vampire ;; ct-v1-student|student|学生|student ;; ct-v1-heir|heir|继承人|heir
nrv_5a88d05ca5e96d380ade7802,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""3\""]"",[""string"",""英语""]]",THE BARON'S PET ,"


I fell in love with a murderer. And not just that. He was the most notorious crime lord in the whole country - a kidnapper, robber, con artist. Donovan Valerio Barone was that, and more. 


He smiled when he caused me pain, but killed whoever looked at me twice. 


I was his captive, but in many ways than one, I was enslaved by my desires, and by the circumstances that surrounded our meeting. 


Everyone in the city knew The Baron was as handsome as he was vicious and ruthless. 


No one crossed him and lived to tell of it. No one but me. And in return, he owned me, body and soul. 


I had thought my life would be like a puppet's, but when Donovan smiled, in his eyes was the promise to burn the world down for me, and hold me in his arms while doing it.


",1,ct-v1-crime|crime|犯罪|crime
nrv_5ab3544c538640d88ed4430f,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""3\""]"",[""string"",""英语""]]",The Reader Behind My Words ,"

Genre: Romantic coming-of-age / High school literary romance
Themes: Invisibility, identity, emotional intimacy, self-expression, being seen, vulnerability, creative partnership, quiet love.

Core Premise
Purity Osinachi is a quiet, introspective high school student who believes invisibility is safety. She lives on the margins of her school life-observing, writing privately, never speaking unless necessary. Words are her refuge, not her voice.

Oliver  Rex is equally invisible in a different way-a boy whose inner world is loud with stories but muted in real life. He publishes anonymous writing online as an escape, never expecting anyone to truly read or understand him.
When Purity comments on one of Ethan's anonymous stories for the first time, a bond forms-entirely through words. Neither knows the other's identity. What begins as a safe, faceless connection grows into emotional intimacy, while in real life, they unknowingly pass each other daily in the same school corridors.
The novel follows their parallel lives-online and offline-as they move from anonymity to recognition, from silence to expression, and from invisibility to courage.

Plot Arc Breakdown

ACT I – Invisibility (Chapters 1–4)
The world before being seen
Purity is introduced as a girl who survives by staying unnoticed. She reads more than she speaks, feels deeply, but hides it well.
Ethan is introduced through his anonymous writing-a quiet boy pouring his pain and longing into words no one seems to notice.
Purity reads Ethan's work online and, after much hesitation, leaves her first comment.
Their anonymous conversation begins-tentative, careful, emotionally raw.
In school, they exist near each other without realizing their connection, reinforcing the dramatic irony.
The theme of safety vs. isolation is established.
Key tension:
Connection feels safe because it's anonymous-but it can't stay that way forever.

ACT II – Recognition Without Names (Chapters 5–8)
Two souls growing closer without faces
Purity and Ethan's online bond deepens. They share fears, writing, philosophies, and emotional truths.
Both begin to feel less invisible through each other.
In real life, subtle familiarity begins-shared glances, similar handwriting, mirrored thoughts.
Purity starts to feel torn between the safety of anonymity and the desire to be known.
Ethan struggles with the fear that revealing himself could destroy the one place he feels understood.
Key tension:
They are emotionally intimate but physically strangers. The risk of discovery grows.

ACT III – Collision (Chapters 9–12)
When two worlds start to overlap
Their real-life interactions increase-group work, shared spaces, and quiet moments charged with unspoken connection.
They unknowingly influence each other's writing and thinking in both worlds.
An emotional turning point occurs when they realize-through words, patterns, or moments-that the person they trust online may be closer than they think.
The reveal (or near-reveal) happens carefully, without drama-built on emotional recognition rather than shock.
They confront the truth: the person who understands them most is someone they've been overlooking.
Key tension:
Can emotional intimacy survive reality?

ACT IV – Visibility (Chapters 13–14)
Being seen, together
Purity and Ethan choose to collaborate openly in a school writing showcase.
This act forces Purity to step out of invisibility and Ethan to stand beside someone publicly.
Their writing exposes their shared themes-silence, loneliness, and courage.
The applause brings validation-but also scrutiny, rumors, and doubt.
Purity faces the fear of losing herself in visibility.
Ethan proves his love is not possessive but supportive.
Key tension:
Being seen brings both affirmation and vulnerability.

ACT V – Ownership of Self (Final Chapters)
Choosing visibility without losing identity
Purity learns that being seen does not erase her-it reveals her.
She establishes boundaries, rejecting outside projections and expectations.
Ethan confronts the responsibility of loving someone without overshadowing them.
External challenges (family pressure, school politics, anonymous admirers, and rivalry) test their trust.
They choose each other not as a hiding place but as partners who honor individuality.
The novel ends not with perfection but with confidence: two people no longer afraid to exist fully.

Final message:
Love does not save you.
It stands beside you while you learn to save yourself.


Character Arcs

Purity Osinachi
Starts: Silent, self-contained, afraid of being noticed
Journey: She  learns that her voice has power and deserves space
Ends: Seen, confident, unafraid to exist openly without shrinking.

Oliver Rex
Starts: Anonymous, emotionally guarded, unseen
Journey: Learns to attach his voice to his presence
Ends: Grounded, visible, loving without controlling.
",2,ct-v1-student|student|学生|student ;; ct-v1-romance|romance|言情|romance
